week,date,seed,controller,sum_q_kW,revenue_usd,rt_cost_usd,penalty_usd,degradation_usd,profit_usd,shortfall_kWh,delivery_ratio,n_obligations,n_delivery_failures,n_fail_warm_start,n_fail_out_of_box,n_fail_clean_in_box,n_warm_starts,T_viol_K,clip_events,mpc_switches,infeasible_starts,market_value_usd,rebound_energy_usd,source,scale
w03-jan-scarcity,2024-01-14,5,B4,320.4910090448665,3.4906247668015498,426.5606889032728,0.0,11.120994585721775,-434.191058722193,0.0,1.0,1,0,0,0,0,0,0.0,20,0,0,-2.5710979772363203,-0.9052131702806605,borg,0.5
w03-jan-scarcity,2024-01-14,5,B5,200.0,2.094,2.4202083333333335,0.0,0.0,-8.545386415525115,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-8.545386415525115,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,5,B6,300.0,4.088,7.5,0.0,0.0,-3.412,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-3.412,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,6,B1,0.0,0.0,427.32024482692657,0.0,4.53998084687355,-431.86022567380013,0.0,,0,0,0,0,0,0,0.0,19,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,6,B2,517.520285267172,6.955472633990791,426.6711542529069,0.0,4.401546284161488,-424.1172279030776,0.0,,0,0,0,0,0,0,0.0,18,0,0,7.742997770722525,-0.6490905740196808,borg,0.5
w03-jan-scarcity,2024-01-14,6,B3,328.2140509913286,3.5355321645762525,426.6517423444015,0.0,3.8656582149921754,-426.9818683948174,0.0,,0,0,0,0,0,0,0.0,18,0,0,4.878357278982719,-0.6685024825250707,borg,0.5
w03-jan-scarcity,2024-01-14,6,B4,320.4910090448665,3.4906247668015498,426.4228034802257,0.0,12.533954442164372,-435.4661331555885,0.0,1.0,1,0,0,0,0,1,0.0,18,0,1,-3.6059074817883925,-0.897441346700873,borg,0.5
w03-jan-scarcity,2024-01-14,6,B5,200.0,2.094,1.9079166666666665,0.0,0.0,-8.03309474885845,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-8.03309474885845,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,6,B6,300.0,4.088,7.5,0.0,0.0,-3.412,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-3.412,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,7,B1,0.0,0.0,427.5666227319964,0.0,7.547717105125685,-435.1143398371221,0.0,,0,0,0,0,0,0,0.0,21,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,7,B2,517.520285267172,6.955472633990791,427.2763903293374,0.03382409946053928,40.071651402345026,-460.4263931971522,1.2668202045145796,0.990208536820074,1,1,0,0,0,1,1.3022194618055494,22,0,1,-25.31205336003012,-0.29023240265900085,borg,0.5
w03-jan-scarcity,2024-01-14,7,B3,328.2140509913286,3.5355321645762525,426.8141703043456,0.0,16.731660015430887,-440.01029815520025,0.0,1.0,1,0,0,0,0,0,0.0,21,0,0,-4.895958318078158,-0.7524524276507805,borg,0.5
w03-jan-scarcity,2024-01-14,7,B4,320.4910090448665,3.4906247668015498,426.59195495146145,0.0,25.687268912649763,-448.78859909730966,0.0,1.0,2,0,0,0,0,1,0.0,20,0,1,-13.674259260187569,-0.9746677805349577,borg,0.5
w03-jan-scarcity,2024-01-14,7,B5,200.0,2.094,4.328125,0.0,0.0,-10.453303082191782,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-10.453303082191782,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,7,B6,300.0,4.088,15.0,0.0,0.0,-10.911999999999999,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-10.911999999999999,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,8,B1,0.0,0.0,428.372053810409,0.0,7.158216330124349,-435.53027014053333,0.0,,0,0,0,0,0,0,0.0,23,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,8,B2,517.520285267172,6.955472633990791,427.7259220708016,0.0,7.103963380231868,-427.87441281704264,0.0,,0,0,0,0,0,0,0.0,22,0,0,7.655857323490693,-0.6461317396074264,borg,0.5
w03-jan-scarcity,2024-01-14,8,B3,328.2140509913286,3.5355321645762525,427.6649106846213,0.0,6.779320538915961,-430.908699058961,0.0,,0,0,0,0,0,0,0.0,21,0,0,4.621571081572313,-0.7071431257876952,borg,0.5
